entry_period,exit_period,total_ret,ann_ret,max_dd,sharpe,win_rate,n_trades,profit_factor
10,5,0.9410422999999998,0.11217607817321174,-0.3653488259802591,0.4567664892716529,0.34210526315789475,38,1.9352719852050257
20,5,1.0438359999999998,0.12141448073504213,-0.2693393142685422,0.5049604260630367,0.37037037037037035,27,3.025138632162661
20,10,0.6826922999999998,0.08700054605754515,-0.33509163879540516,0.37255230040884163,0.4782608695652174,23,2.74679279512764
30,5,0.8179591999999996,0.10055746388501663,-0.2835729780950569,0.44280539835426125,0.4090909090909091,22,2.652469787633462
30,10,0.49367099999999975,0.06643404100064787,-0.3049830846619348,0.3029129710915035,0.47368421052631576,19,2.367060005021341
30,20,0.17222090000000012,0.025799741393650377,-0.355785633770168,0.14590330708773933,0.4444444444444444,18,1.7968294229549775
55,5,0.5213915999999997,0.06958230241017294,-0.2434283853571605,0.3788453857098599,0.4166666666666667,12,3.963649670651378
55,10,0.3691347999999998,0.051654432063343636,-0.2631430972993436,0.27219988942002427,0.36363636363636365,11,2.8397021359984325
55,20,0.19013699999999997,0.028297064885508094,-0.28125847179442404,0.1277737241426646,0.36363636363636365,11,2.1057916442531828
